id_servicio,tipo_cliente,tipo_servicio,plan,velocidad_bajada_mbps,velocidad_subida_mbps,precio_contratado,antiguedad_meses,cantidad_equipos,cantidad_tickets,tickets_abiertos,tickets_criticos,promedio_dias_resolucion,cantidad_facturas,facturas_vencidas,monto_facturado,monto_pagado,saldo_pendiente,dias_atraso_promedio,cantidad_interacciones,cancelo_servicio,probabilidad_cancelacion,prediccion_cancelacion,nivel_riesgo
158,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1491,51,2,1,0,0,2.15,18,0,30863.7,30684.17,179.53,0.47,1,0,0.0,0,Bajo
159,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,614,31,2,2,0,0,1.53,18,1,12709.8,12375.85,333.95,0.18,3,0,0.0,0,Bajo
160,Empresa,Cable,Cable 50 Mbps,50,10,649,34,2,1,1,0,6.75,18,1,13434.3,10819.67,2614.63,7.97,6,0,0.3037037037037037,0,Medio
161,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,5972,15,3,2,0,0,2.17,15,3,103017.0,84442.22,18574.78,6.73,5,0,0.4074074074074074,0,Medio
162,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,683,13,2,4,3,2,9.3,13,9,10210.85,6519.22,3691.63,21.49,8,1,0.6764705882352942,1,Alto
163,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,455,24,2,1,0,0,1.19,18,0,9418.5,9308.54,109.96,0.94,3,0,0.0,0,Bajo
164,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1499,9,2,9,3,5,10.23,9,2,15514.65,11138.06,4376.59,29.43,8,1,1.0,1,Alto
165,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,654,22,2,6,3,1,6.71,18,7,13537.8,7819.12,5718.68,16.58,8,1,0.6764705882352942,1,Alto
166,Persona natural,Cable,Cable 100 Mbps,100,20,785,27,2,4,1,0,7.93,18,5,16249.5,14431.92,1817.58,8.01,4,1,0.3037037037037037,0,Medio
167,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,451,27,2,2,0,0,2.94,18,0,9335.7,9123.86,211.84,0.73,1,0,0.0,0,Bajo
168,Persona natural,Cable,Cable 50 Mbps,50,10,637,13,2,2,1,1,8.23,13,1,9523.15,7634.27,1888.88,14.73,2,1,1.0,1,Alto
169,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1542,24,2,1,1,0,6.01,18,6,31919.4,28166.83,3752.57,12.59,4,0,0.11382113821138211,0,Bajo
170,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,618,49,2,1,0,0,1.77,18,2,12792.6,12662.95,129.65,1.91,3,0,0.0,0,Bajo
171,Persona natural,Cable,Cable 100 Mbps,100,20,780,15,2,7,3,3,16.6,15,6,13455.0,7223.38,6231.62,9.25,9,1,1.0,1,Alto
172,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,839,25,2,0,0,0,0.0,18,0,17367.3,17173.75,193.55,0.77,3,0,0.0,0,Bajo
173,Persona natural,Cable,Cable 50 Mbps,50,10,557,19,2,5,3,1,14.21,18,5,11529.9,8426.25,3103.65,26.57,4,0,0.4722222222222222,0,Medio
174,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,548,38,2,1,1,0,4.12,18,6,11343.6,10492.89,850.71,4.68,2,0,0.0,0,Bajo
175,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,818,27,2,4,1,1,7.05,18,7,16932.6,12982.03,3950.57,8.47,5,1,0.9333333333333333,1,Alto
176,Persona natural,Cable,Cable 50 Mbps,50,10,625,23,2,5,1,0,9.86,18,6,12937.5,6994.03,5943.47,8.14,9,1,1.0,1,Alto
177,Empresa,Inalámbrico,Inalámbrico 50 Mbps,50,20,697,38,2,2,0,1,5.15,18,5,14427.9,13159.48,1268.42,6.32,3,0,0.14,0,Bajo
178,Empresa,Fibra óptica,Fibra 200 Mbps,200,100,969,10,2,1,1,0,5.04,10,5,11143.5,9757.47,1386.03,9.96,4,0,0.11382113821138211,0,Bajo
179,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,790,11,2,4,1,1,12.06,11,8,9993.5,7204.89,2788.61,10.44,7,1,0.6764705882352942,1,Alto
180,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1526,18,2,5,0,0,8.04,18,4,31588.2,27844.23,3743.97,12.58,3,0,0.11382113821138211,0,Bajo
181,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,837,44,2,0,0,0,0.0,18,2,17325.9,16793.02,532.88,3.45,1,0,0.0,0,Bajo
182,Persona natural,Cable,Cable 100 Mbps,100,20,768,21,2,1,1,0,2.38,18,4,15897.6,13327.34,2570.26,7.23,4,0,0.3037037037037037,0,Medio
183,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1506,49,2,3,0,0,2.36,18,0,31174.2,29933.87,1240.33,1.9,3,0,0.0,0,Bajo
184,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1502,36,2,1,1,0,2.15,18,0,31091.4,25657.17,5434.23,0.57,3,0,0.11382113821138211,0,Bajo
185,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,971,60,2,0,0,0,0.0,18,2,20099.7,19416.53,683.17,0.02,1,0,0.0,0,Bajo
186,Persona natural,Cable,Cable 50 Mbps,50,10,586,54,2,2,0,0,2.8,18,2,12130.2,11934.34,195.86,4.79,2,0,0.0,0,Bajo
187,Persona natural,Cable,Cable 100 Mbps,100,20,706,31,2,4,0,1,4.41,18,3,14614.2,11855.62,2758.58,14.52,4,0,0.3037037037037037,0,Medio
188,Empresa,Cable,Cable 100 Mbps,100,20,758,54,2,0,0,0,0.0,18,3,15690.6,15445.7,244.9,1.22,1,0,0.0,0,Bajo
189,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,495,22,2,7,3,1,5.26,18,9,10246.5,7929.31,2317.19,23.07,6,1,0.4722222222222222,0,Medio
190,Persona natural,Cable,Cable 100 Mbps,100,20,744,17,2,1,0,0,4.61,17,3,14545.2,11679.13,2866.07,7.18,5,0,0.3037037037037037,0,Medio
191,Empresa,Fibra óptica,Fibra 500 Mbps,500,250,1471,37,2,0,0,0,0.0,18,2,30449.7,29312.42,1137.28,0.33,3,0,0.0,0,Bajo
192,Empresa,Enlace dedicado,Dedicado 100 Mbps,100,100,3473,30,3,1,0,1,7.22,18,5,71891.1,66162.71,5728.39,7.4,4,0,0.11382113821138211,0,Bajo
193,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1497,17,2,5,3,4,7.04,17,4,29266.35,19881.73,9384.62,22.83,10,1,1.0,1,Alto
194,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,767,33,2,4,0,0,3.39,18,2,15876.9,13378.15,2498.75,8.97,3,0,0.3037037037037037,0,Medio
195,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,812,19,2,0,0,0,0.0,18,1,16808.4,16068.1,740.3,2.25,2,0,0.0,0,Bajo
196,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,548,37,2,3,0,0,1.49,18,2,11343.6,10974.3,369.3,3.71,2,0,0.0,0,Bajo
197,Empresa,Fibra óptica,Fibra 100 Mbps,100,50,833,33,2,0,0,0,0.0,18,2,17243.1,17077.85,165.25,0.5,1,0,0.0,0,Bajo
198,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1470,27,2,3,1,0,2.53,18,1,30429.0,26194.89,4234.11,7.97,6,1,0.11382113821138211,0,Bajo
199,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,829,41,2,2,1,0,7.2,18,1,17160.3,14506.96,2653.34,6.44,5,0,0.3037037037037037,0,Medio
200,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,973,19,2,0,0,0,0.0,18,2,20141.1,20040.97,100.13,2.04,2,0,0.0,0,Bajo
201,Empresa,Fibra óptica,Fibra 200 Mbps,200,100,979,25,2,2,0,0,1.95,18,0,20265.3,19748.9,516.4,0.75,3,0,0.0,0,Bajo
202,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1549,27,2,1,0,0,1.48,18,0,32064.3,32029.02,35.28,0.51,3,0,0.0,0,Bajo
203,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1005,58,2,1,0,0,1.69,18,1,20803.5,20430.46,373.04,0.92,1,0,0.0,0,Bajo
204,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1489,54,2,0,0,0,0.0,18,0,30822.3,30737.16,85.14,1.77,1,0,0.0,0,Bajo
205,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,478,6,2,7,1,3,7.55,6,1,3298.2,2542.03,756.17,26.96,8,1,1.0,1,Alto
206,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,625,21,2,3,0,1,4.03,18,3,12937.5,10191.97,2745.53,11.05,4,1,0.3037037037037037,0,Medio
207,Persona natural,Cable,Cable 100 Mbps,100,20,778,16,2,6,2,4,12.39,16,8,14315.2,9933.36,4381.84,27.64,6,0,0.4722222222222222,0,Medio
208,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,683,36,2,1,0,1,3.61,18,4,14138.1,12664.23,1473.87,10.96,2,0,0.3037037037037037,0,Medio
209,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1002,22,2,0,0,0,0.0,18,2,20741.4,20690.48,50.92,1.62,2,0,0.0,0,Bajo
210,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,955,24,2,6,2,2,8.6,18,6,19768.5,17112.09,2656.41,18.48,10,0,0.45,0,Medio
211,Persona natural,Cable,Cable 100 Mbps,100,20,722,35,2,4,0,1,6.8,18,2,14945.4,13136.88,1808.52,11.64,3,0,0.3037037037037037,0,Medio
212,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,763,37,2,2,0,1,4.91,18,3,15794.1,13722.95,2071.15,10.89,4,0,0.3037037037037037,0,Medio
213,Persona natural,Cable,Cable 100 Mbps,100,20,745,43,2,1,0,0,1.22,18,2,15421.5,14997.04,424.46,1.21,1,0,0.0,0,Bajo
214,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,829,45,2,1,0,0,2.11,18,3,17160.3,16686.95,473.35,2.18,3,0,0.0,0,Bajo
215,Persona natural,Cable,Cable 100 Mbps,100,20,727,29,2,5,1,1,6.71,18,4,15048.9,12444.88,2604.02,12.94,4,0,0.3037037037037037,0,Medio
216,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,964,53,2,0,0,0,0.0,18,1,19954.8,19902.3,52.5,4.12,2,0,0.0,0,Bajo
217,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1469,36,2,2,0,0,2.41,18,1,30408.3,30084.78,323.52,0.69,1,0,0.0,0,Bajo
218,Empresa,Inalámbrico,Inalámbrico 20 Mbps,20,10,495,4,2,7,1,2,11.51,4,1,2277.0,1797.65,479.35,23.69,7,0,0.0,0,Bajo
219,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,538,53,2,1,0,0,1.56,18,0,11136.6,10869.58,267.02,1.08,2,0,0.0,0,Bajo
220,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,469,19,2,0,0,0,0.0,18,2,9708.3,9497.43,210.87,4.47,3,0,0.0,0,Bajo
221,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1534,16,2,4,0,1,5.18,16,2,28225.6,24929.47,3296.13,14.68,3,0,0.11382113821138211,0,Bajo
222,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1039,50,2,2,0,0,1.84,18,2,21507.3,20736.78,770.52,0.92,3,0,0.0,0,Bajo
223,Persona natural,Cable,Cable 50 Mbps,50,10,622,37,2,2,0,0,1.63,18,1,12875.4,12338.25,537.15,0.12,3,0,0.0,0,Bajo
224,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,520,23,2,0,0,0,0.0,18,1,10764.0,10490.31,273.69,4.67,3,0,0.0,0,Bajo
225,Persona natural,Cable,Cable 50 Mbps,50,10,581,23,2,0,0,0,0.0,18,2,12026.7,11569.46,457.24,2.99,1,0,0.0,0,Bajo
226,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,6009,34,3,1,1,1,6.43,18,1,124386.3,99530.21,24856.09,8.58,2,0,0.4074074074074074,0,Medio
227,Persona natural,Cable,Cable 50 Mbps,50,10,583,23,2,6,3,1,16.09,18,5,12068.1,10073.31,1994.79,28.11,8,1,0.3,0,Medio
228,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,835,19,2,4,1,0,2.54,18,4,17284.5,14390.33,2894.17,12.8,2,0,0.3037037037037037,0,Medio
229,Empresa,Fibra óptica,Fibra 100 Mbps,100,50,784,49,2,2,0,0,1.23,18,2,16228.8,16222.27,6.53,3.46,3,0,0.0,0,Bajo
230,Persona natural,Cable,Cable 50 Mbps,50,10,631,11,2,3,1,1,5.63,11,4,7982.15,7386.41,595.74,14.74,5,0,0.0,0,Bajo
231,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1457,58,2,2,0,0,2.58,18,0,30159.9,29994.15,165.75,1.39,3,0,0.0,0,Bajo
232,Persona natural,Cable,Cable 100 Mbps,100,20,779,17,2,4,1,1,6.44,17,4,15229.45,11558.06,3671.39,10.77,10,1,0.3,0,Medio
233,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,980,16,2,1,0,1,6.09,16,3,18032.0,15024.61,3007.39,5.4,6,0,0.11382113821138211,0,Bajo
234,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,537,47,2,1,0,0,2.05,18,2,11115.9,10761.76,354.14,0.37,2,0,0.0,0,Bajo
235,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,645,20,2,0,0,0,0.0,18,2,13351.5,13125.13,226.37,4.71,1,0,0.0,0,Bajo
236,Empresa,Enlace dedicado,Dedicado 100 Mbps,100,100,3466,10,3,5,3,1,5.69,10,5,39859.0,29227.13,10631.87,25.4,8,1,1.0,1,Alto
237,Empresa,Fibra óptica,Fibra 500 Mbps,500,250,1512,51,2,1,0,0,1.96,18,1,31298.4,30429.1,869.3,1.76,2,0,0.0,0,Bajo
238,Persona natural,Cable,Cable 50 Mbps,50,10,604,34,2,3,1,0,3.64,18,5,12502.8,12124.33,378.47,12.03,2,0,0.0,0,Bajo
239,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,643,43,2,1,0,0,0.83,18,0,13310.1,13016.24,293.86,0.75,3,0,0.0,0,Bajo
240,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,683,15,2,6,1,1,5.35,15,6,11781.75,8722.92,3058.83,11.77,10,1,0.6764705882352942,1,Alto
241,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,772,10,2,4,2,3,5.86,10,5,8878.0,7186.31,1691.69,25.99,8,1,0.6764705882352942,1,Alto
242,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1013,37,2,3,0,3,4.79,18,1,20969.1,20022.17,946.93,5.2,3,0,0.0,0,Bajo
243,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,619,12,2,9,3,2,6.15,12,7,8542.2,4816.01,3726.19,23.6,4,1,1.0,1,Alto
244,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,819,23,2,5,0,0,6.25,18,3,16953.3,14451.25,2502.05,3.63,3,0,0.3037037037037037,0,Medio
245,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,974,6,2,4,2,2,5.95,6,4,6720.6,5165.56,1555.04,12.17,4,0,0.11382113821138211,0,Bajo
246,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,962,15,2,6,1,4,9.18,15,5,16594.5,13493.81,3100.69,15.31,8,1,1.0,1,Alto
247,Empresa,Fibra óptica,Fibra 500 Mbps,500,250,1451,56,2,2,0,0,2.43,18,2,30035.7,29027.54,1008.16,1.39,3,0,0.0,0,Bajo
248,Empresa,Fibra óptica,Fibra 500 Mbps,500,250,1545,9,2,2,1,0,2.38,9,2,15990.75,12934.25,3056.5,14.9,3,0,0.4722222222222222,0,Medio
249,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,625,33,2,2,0,0,1.49,18,0,12937.5,12783.5,154.0,0.85,3,0,0.0,0,Bajo
250,Persona natural,Cable,Cable 100 Mbps,100,20,792,29,2,1,0,0,1.42,18,2,16394.4,16330.14,64.26,1.92,3,0,0.0,0,Bajo
251,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,691,40,2,2,0,0,1.61,18,2,14303.7,14049.38,254.32,4.58,1,0,0.0,0,Bajo
252,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1003,9,2,7,2,0,18.86,9,4,10381.05,8458.55,1922.5,9.54,10,1,1.0,1,Alto
253,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,971,31,2,2,0,0,8.64,18,7,20099.7,18678.46,1421.24,3.11,5,0,0.11382113821138211,0,Bajo
254,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,761,21,2,5,0,0,7.3,18,3,15752.7,13350.56,2402.14,11.39,6,0,0.3037037037037037,0,Medio
255,Persona natural,Cable,Cable 50 Mbps,50,10,614,34,2,2,0,0,7.69,18,1,12709.8,12047.31,662.49,13.51,2,0,0.0,0,Bajo
256,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,787,53,2,1,0,0,1.05,18,1,16290.9,15877.08,413.82,3.98,3,0,0.0,0,Bajo
257,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,5998,32,3,5,1,3,7.18,18,3,124158.6,110688.61,13469.99,8.53,3,0,0.4074074074074074,0,Medio
258,Persona natural,Cable,Cable 50 Mbps,50,10,567,23,2,6,1,2,15.33,18,6,11736.9,10508.24,1228.66,22.5,6,0,0.14,0,Bajo
259,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,509,30,2,4,1,1,6.91,18,5,10536.3,9644.02,892.28,14.86,6,0,0.14,0,Bajo
260,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,761,40,2,1,0,0,2.96,18,0,15752.7,15315.66,437.04,0.02,3,0,0.0,0,Bajo
261,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,5985,14,3,5,0,1,4.28,14,2,96358.5,73114.49,23244.01,5.16,6,1,0.4074074074074074,0,Medio
262,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1032,28,2,0,0,0,0.0,18,1,21362.4,21358.98,3.42,3.03,3,0,0.0,0,Bajo
263,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,773,17,2,3,0,0,4.51,17,2,15112.15,13753.89,1358.26,9.14,3,0,0.3037037037037037,0,Medio
264,Persona natural,Cable,Cable 50 Mbps,50,10,552,56,2,0,0,0,0.0,18,0,11426.4,11191.49,234.91,1.61,1,0,0.0,0,Bajo
265,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1526,14,2,1,0,0,7.26,14,5,24568.6,22684.71,1883.89,14.69,3,0,0.11382113821138211,0,Bajo
266,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1005,30,2,4,1,0,7.7,18,6,20803.5,18403.34,2400.16,11.22,4,0,0.11382113821138211,0,Bajo
267,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1044,18,2,2,0,0,1.56,18,2,21610.8,20895.44,715.36,3.4,3,0,0.0,0,Bajo
268,Persona natural,Cable,Cable 50 Mbps,50,10,586,12,2,5,1,2,14.64,12,6,8086.8,5897.23,2189.57,12.35,10,0,0.3,0,Medio
269,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,5978,48,3,1,0,0,2.76,18,1,123744.6,119201.93,4542.67,2.11,3,0,0.11382113821138211,0,Bajo
270,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,698,33,2,5,1,2,2.1,18,4,14448.6,12943.74,1504.86,11.77,3,1,0.3037037037037037,0,Medio
271,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,978,7,2,5,2,1,6.36,7,2,7872.9,4548.9,3324.0,16.0,4,1,1.0,1,Alto
272,Empresa,Enlace dedicado,Dedicado 100 Mbps,100,100,3456,60,3,2,0,0,1.42,18,1,71539.2,68428.98,3110.22,3.71,3,0,0.11382113821138211,0,Bajo
273,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,973,18,2,3,1,1,16.41,18,5,20141.1,16294.39,3846.71,10.84,8,0,0.45,0,Medio
274,Persona natural,Cable,Cable 50 Mbps,50,10,612,42,2,5,0,0,3.9,18,2,12668.4,9266.53,3401.87,3.62,3,1,0.9333333333333333,1,Alto
275,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,493,58,2,2,0,0,2.88,18,2,10205.1,9826.16,378.94,3.13,3,0,0.0,0,Bajo
276,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,1023,58,2,1,0,0,2.4,18,0,21176.1,20543.47,632.63,1.45,2,0,0.0,0,Bajo
277,Persona natural,Cable,Cable 50 Mbps,50,10,551,25,2,0,0,0,0.0,18,1,11405.7,10974.46,431.24,2.72,3,0,0.0,0,Bajo
278,Persona natural,Cable,Cable 100 Mbps,100,20,736,24,2,2,0,0,0.8,18,0,15235.2,14053.92,1181.28,0.36,1,1,1.0,1,Alto
279,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,536,27,2,5,1,1,7.68,18,5,11095.2,9783.96,1311.24,14.67,2,0,0.14,0,Bajo
280,Empresa,Cable,Cable 50 Mbps,50,10,602,53,2,1,0,0,1.98,18,3,12461.4,12021.95,439.45,0.72,1,0,0.0,0,Bajo
281,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,627,5,2,9,1,4,12.15,5,4,3605.25,3043.24,562.01,11.29,8,0,0.0,0,Bajo
282,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1509,34,2,3,1,0,3.09,18,3,31236.3,25286.39,5949.91,7.71,2,0,0.4074074074074074,0,Medio
283,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,508,38,2,3,1,0,6.53,18,7,10515.6,9277.36,1238.24,3.58,3,0,0.14,0,Bajo
284,Persona natural,Cable,Cable 50 Mbps,50,10,613,10,2,6,2,1,6.52,10,4,7049.5,4719.44,2330.06,12.74,10,0,0.3,0,Medio
285,Empresa,Inalámbrico,Inalámbrico 20 Mbps,20,10,526,41,2,3,1,0,7.99,18,3,10888.2,8879.13,2009.07,9.92,5,1,0.3037037037037037,0,Medio
286,Persona natural,Cable,Cable 50 Mbps,50,10,581,36,2,2,0,0,4.54,18,2,12026.7,11365.47,661.23,6.49,4,0,0.0,0,Bajo
287,Persona natural,Cable,Cable 50 Mbps,50,10,634,23,2,1,0,0,2.78,18,1,13123.8,13115.8,8.0,3.87,2,0,0.0,0,Bajo
288,Empresa,Enlace dedicado,Dedicado 100 Mbps,100,100,3452,35,3,3,1,2,4.84,18,3,71456.4,64093.09,7363.31,12.88,4,0,0.4074074074074074,0,Medio
289,Persona natural,Cable,Cable 100 Mbps,100,20,777,27,2,1,0,0,2.42,18,2,16083.9,15839.78,244.12,3.87,3,0,0.0,0,Bajo
290,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,522,18,2,1,0,1,2.77,18,0,10805.4,10607.72,197.68,1.4,3,0,0.0,0,Bajo
291,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,612,23,2,2,1,0,1.03,18,1,12668.4,12504.44,163.96,0.04,3,0,0.0,0,Bajo
292,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,6036,33,3,0,0,0,0.0,18,2,124945.2,115972.55,8972.65,1.59,2,1,0.4074074074074074,0,Medio
293,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,829,33,2,2,0,1,5.06,18,3,17160.3,13264.74,3895.56,4.73,6,1,0.9333333333333333,1,Alto
294,Persona natural,Fibra óptica,Fibra 200 Mbps,200,100,985,12,2,5,1,3,16.93,12,6,13593.0,6947.67,6645.33,29.86,7,1,1.0,1,Alto
295,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,481,15,2,2,0,0,7.33,15,1,8297.25,7201.93,1095.32,5.32,3,0,0.14,0,Bajo
296,Persona natural,Cable,Cable 50 Mbps,50,10,562,22,2,8,2,4,6.61,18,10,11633.4,6349.57,5283.83,16.18,7,1,1.0,1,Alto
297,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1476,47,2,2,0,0,2.04,18,2,30553.2,29717.24,835.96,3.01,2,0,0.0,0,Bajo
298,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,672,18,2,0,0,0,1.69,18,2,13910.4,13474.94,435.46,3.09,3,0,0.0,0,Bajo
299,Empresa,Inalámbrico,Inalámbrico 20 Mbps,20,10,504,32,2,0,0,0,0.0,18,0,10432.8,9977.04,455.76,1.72,1,0,0.0,0,Bajo
300,Persona natural,Cable,Cable 50 Mbps,50,10,634,7,2,8,3,3,15.67,7,3,5103.7,2851.99,2251.71,26.01,6,1,1.0,1,Alto
301,Persona natural,Cable,Cable 100 Mbps,100,20,764,38,2,1,0,0,2.67,18,0,15814.8,15046.66,768.14,1.32,1,0,0.0,0,Bajo
302,Persona natural,Cable,Cable 50 Mbps,50,10,576,8,2,7,3,2,7.91,8,1,5299.2,3091.78,2207.42,13.86,5,1,0.3037037037037037,0,Medio
303,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,500,43,2,2,0,0,2.73,18,1,10350.0,10177.17,172.83,2.14,2,0,0.0,0,Bajo
304,Persona natural,Fibra óptica,Fibra 100 Mbps,100,50,825,40,2,1,0,0,1.34,18,1,17077.5,15377.24,1700.26,3.32,1,1,0.3037037037037037,0,Medio
305,Persona natural,Cable,Cable 100 Mbps,100,20,792,9,2,2,1,0,2.99,9,2,8197.2,6872.76,1324.44,13.95,5,1,0.3037037037037037,0,Medio
306,Empresa,Enlace dedicado,Dedicado 300 Mbps,300,300,6000,55,3,1,0,0,1.22,18,0,124200.0,118086.83,6113.17,0.08,3,0,0.4074074074074074,0,Medio
307,Persona natural,Cable,Cable 50 Mbps,50,10,594,60,2,0,0,0,0.0,18,0,12295.8,12275.45,20.35,0.2,1,0,0.0,0,Bajo
308,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,490,55,2,0,0,0,0.0,18,1,10143.0,10123.45,19.55,0.92,3,0,0.0,0,Bajo
309,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1549,33,2,2,0,0,2.0,18,1,32064.3,31398.35,665.95,2.55,3,0,0.0,0,Bajo
310,Persona natural,Cable,Cable 50 Mbps,50,10,566,22,2,2,1,0,8.56,18,5,11716.2,10247.6,1468.6,10.9,5,0,0.3037037037037037,0,Medio
311,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,533,33,2,1,0,0,0.0,18,2,11033.1,10974.19,58.91,3.1,3,0,0.0,0,Bajo
312,Persona natural,Fibra óptica,Fibra 500 Mbps,500,250,1450,18,2,3,0,0,2.44,18,1,30015.0,25665.62,4349.38,14.46,3,0,0.11382113821138211,0,Bajo
313,Persona natural,Inalámbrico,Inalámbrico 50 Mbps,50,20,692,28,2,0,0,0,0.0,18,2,14324.4,13876.28,448.12,3.16,1,0,0.0,0,Bajo
314,Persona natural,Inalámbrico,Inalámbrico 20 Mbps,20,10,522,20,2,2,1,0,3.58,18,7,10805.4,9025.43,1779.97,12.93,3,0,0.3037037037037037,0,Medio
315,Empresa,Cable,Cable 50 Mbps,50,10,603,24,2,7,1,3,5.34,18,7,12482.1,7601.52,4880.58,15.44,10,0,0.0,0,Bajo
316,Persona natural,Cable,Cable 100 Mbps,100,20,792,29,2,1,0,0,7.64,18,4,16394.4,15823.04,571.36,3.26,6,0,0.0,0,Bajo
